Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,F,I,M,Length_discretized,Diameter_discretized,Height_discretized,Whole weight_discretized,Shucked weight_discretized,Viscera weight_discretized,Shell weight_discretized,Rings_discretized,Length_z_score,Diameter_z_score,Height_z_score,Whole weight_z_score,Shucked weight_z_score,Viscera weight_z_score,Shell weight_z_score,Rings_z_score,prediction
M,0.555,0.435,0.14,0.7495,0.341,0.1645,0.214,8,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.442, 0.8]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",0.2407155755442627,0.25526547218807244,-0.004026059719694606,-0.17892028566930954,-0.09947599144533142,-0.16430176714068861,-0.19635342150288523,-0.6125022526851688,9
M,0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,8,0,0,1,"(0.545, 0.615]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",0.2407155755442627,0.0027844405869571418,-0.3594847533927493,-0.4849586923031412,-0.5770862658136482,-0.3276890632417655,-0.3395999527673233,-0.6125022526851688,9
M,0.555,0.4,0.13,0.7075,0.332,0.1585,0.18,7,0,0,1,"(0.545, 0.615]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",0.2407155755442627,-0.09820797205348843,-0.24099852216839776,-0.2643263526368905,-0.13983742308209063,-0.21876419917438092,-0.4398725246524301,-0.9230576490519122,9
I,0.555,0.45,0.175,0.738,0.304,0.1755,0.22,9,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(0.442, 0.8]","(0.186, 0.336]","(0.171, 0.253]","(0.13, 0.234]","(8.0, 9.0]",0.2407155755442627,0.4067540911487416,0.8253775588507651,-0.2023052801961473,-0.26540632150756366,-0.06445397507891966,-0.15337946212355374,-0.3019468563184254,9
M,0.555,0.455,0.135,0.837,0.382,0.171,0.235,9,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.336, 0.502]","(0.0934, 0.171]","(0.234, 0.329]","(8.0, 9.0]",0.2407155755442627,0.45725029746896473,-0.12251229094404618,-0.0009909794868495248,0.08439275267768238,-0.10530079910418863,-0.04594456367522526,-0.3019468563184254,9
I,0.56,0.445,0.165,0.832,0.3455,0.179,0.279,9,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(8.0, 9.0]",0.28242833603963996,0.35625788482851856,0.5884050964020626,-0.011158368411561545,-0.07929527562695209,-0.03268422305926582,0.2691978051065389,-0.3019468563184254,9
F,0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,11,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.186, 0.336]","(0.171, 0.253]","(0.13, 0.234]","(9.0, 11.0]",0.3241410965350163,0.35625788482851856,-0.3594847533927493,-0.014208585088975038,-0.22280258811320672,-0.037222759062073514,-0.08175619649133463,0.3191639364150615,9
M,0.565,0.415,0.125,0.667,0.302,0.1545,0.185,7,0,0,1,"(0.545, 0.615]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",0.3241410965350163,0.05328064690718021,-0.3594847533927493,-0.34668220292705776,-0.27437552853795455,-0.25507248719684245,-0.4040608918363205,-0.9230576490519122,9
M,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,11,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.3241410965350163,0.45725029746896473,0.3514326339533595,0.19930658232997717,0.2592922897703053,0.0036240649631957135,0.13311360040532258,0.3191639364150615,9
I,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,9,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.0934, 0.171]","(0.234, 0.329]","(8.0, 9.0]",0.3241410965350163,0.25526547218807244,0.11446017150465632,0.014260103900218618,0.1539041071632121,-0.22330273517718863,0.097301967589213,-0.3019468563184254,9
M,0.565,0.45,0.16,0.895,0.415,0.195,0.246,9,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(8.0, 9.0]",0.3241410965350163,0.4067540911487416,0.46991886517771103,0.11695073203980991,0.2323846686791325,0.11254892903058031,0.03284102852021579,-0.3019468563184254,9
I,0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,10,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.3241410965350163,0.5077465037891877,0.3514326339533595,0.06916400409366352,0.05524282982891186,0.2940903691428877,0.061490334773103436,0.008608540048318068,9
M,0.57,0.46,0.155,1.0005,0.454,0.205,0.265,11,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.36585385703039364,0.5077465037891877,0.3514326339533595,0.3314826383512332,0.4072842057717556,0.2033196490867339,0.16892523322143213,0.3191639364150615,9
M,0.57,0.455,0.155,0.832,0.3585,0.174,0.277,11,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.36585385703039364,0.45725029746896473,0.3514326339533595,-0.011158368411561545,-0.02099542992941104,-0.07806958308734273,0.2548731519800951,0.3191639364150615,9
M,0.57,0.44,0.175,0.9415,0.3805,0.2285,0.283,9,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(8.0, 9.0]",0.36585385703039364,0.3057616785082955,0.8253775588507651,0.2115074490396316,0.07766584740488919,0.41663084121869537,0.29784711135942615,-0.3019468563184254,9
M,0.575,0.45,0.13,0.785,0.318,0.193,0.2265,9,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.171, 0.253]","(0.13, 0.234]","(8.0, 9.0]",0.40756661752577095,0.4067540911487416,-0.24099852216839776,-0.1067318243038543,-0.20262187229482712,0.09439478501934954,-0.10682433946261131,-0.3019468563184254,9
M,0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,9,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(8.0, 9.0]",0.40756661752577095,0.4067540911487416,0.3514326339533595,0.28267917151261573,0.5911529498947694,0.28955183314008004,-0.04594456367522526,-0.3019468563184254,9
M,0.575,0.455,0.155,1.013,0.4685,0.2085,0.295,11,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.40756661752577095,0.45725029746896473,0.3514326339533595,0.3569011106630131,0.47231095674208984,0.23508940110638774,0.38379503011808913,0.3191639364150615,9
M,0.575,0.445,0.145,0.876,0.3795,0.1615,0.27,10,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.0934, 0.171]","(0.234, 0.329]","(9.0, 11.0]",0.40756661752577095,0.35625788482851856,0.11446017150465632,0.07831465412590423,0.07318124388969373,-0.19153298315753478,0.2047368660375417,0.008608540048318068,9
F,0.575,0.465,0.175,1.099,0.4735,0.202,0.35,9,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(8.0, 9.0]",0.40756661752577095,0.5582427101094108,0.8253775588507651,0.5317802001680598,0.4947339743180669,0.176088433069888,0.777722991095294,-0.3019468563184254,9
I,0.575,0.45,0.135,0.8715,0.45,0.162,0.225,10,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",0.40756661752577095,0.4067540911487416,-0.12251229094404618,0.06916400409366352,0.3893457917109738,-0.18699444715472707,-0.1175678293074442,0.008608540048318068,9
I,0.575,0.45,0.135,0.8245,0.3375,0.2115,0.239,11,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.40756661752577095,0.4067540911487416,-0.12251229094404618,-0.02640945179862946,-0.11517210374851555,0.2623206171232339,-0.017295257422337604,0.3191639364150615,9
F,0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,9,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.442, 0.8]","(0.336, 0.502]","(0.171, 0.253]","(0.13, 0.234]","(8.0, 9.0]",0.40756661752577095,0.20476926586784938,0.3514326339533595,-0.08538030756195918,-0.0658414650813657,0.08985624901654185,-0.15337946212355374,-0.3019468563184254,9
F,0.58,0.45,0.195,0.8265,0.4035,0.173,0.225,9,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.13, 0.234]","(8.0, 9.0]",0.4492793780211482,0.4067540911487416,1.2993224837481714,-0.022342496228744655,0.18081172825438488,-0.08714665509295812,-0.1175678293074442,-0.3019468563184254,9
F,0.58,0.5,0.165,0.925,0.37,0.185,0.3005,10,1,0,0,"(0.545, 0.615]","(0.48, 0.65]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.4492793780211482,0.9117161543509718,0.5884050964020626,0.17795506558808202,0.030577510495336805,0.02177820897442648,0.42318782621580964,0.008608540048318068,9
I,0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,10,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.442, 0.8]","(0.336, 0.502]","(0.0934, 0.171]","(0.234, 0.329]","(9.0, 11.0]",0.4492793780211482,0.3057616785082955,0.11446017150465632,-0.09554769648667119,-0.04790305102058383,-0.16430176714068861,0.004191722267328134,0.008608540048318068,9
M,0.595,0.455,0.15,0.886,0.4315,0.201,0.223,10,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.13, 0.234]","(9.0, 11.0]",0.5744176595072801,0.45725029746896473,0.2329464027290079,0.09864943197532827,0.30638062667985766,0.1670113610642726,-0.13189248243388801,0.008608540048318068,9
F,0.6,0.47,0.135,0.97,0.4655,0.1955,0.264,11,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.6161304200026574,0.6087389164296333,-0.12251229094404618,0.26946156591049,0.4588571461965035,0.117087465033388,0.16176290665821022,0.3191639364150615,9
M,0.6,0.46,0.17,1.1805,0.456,0.337,0.329,11,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(1.153, 2.826]","(0.336, 0.502]","(0.253, 0.76]","(0.234, 0.329]","(9.0, 11.0]",0.6161304200026574,0.5077465037891877,0.7068913276264143,0.697508639640866,0.41625341280214656,1.4014931538279638,0.6273141332676342,0.3191639364150615,9
M,0.6,0.475,0.15,0.99,0.386,0.2195,0.3105,10,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.6161304200026574,0.6592351227498564,0.2329464027290079,0.31013112160933803,0.10233116673846425,0.33493719316815695,0.4948110918480288,0.008608540048318068,9
F,0.6,0.465,0.16,1.133,0.466,0.2885,0.298,11,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.253, 0.76]","(0.234, 0.329]","(9.0, 11.0]",0.6161304200026574,0.5582427101094108,0.46991886517771103,0.6009184448561016,0.4610994479541012,0.9612551615556176,0.40528200980775486,0.3191639364150615,9
I,0.605,0.49,0.165,1.071,0.482,0.1935,0.352,10,0,1,0,"(0.545, 0.615]","(0.48, 0.65]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(9.0, 11.0]",0.6578431804980347,0.8107237417105255,0.5884050964020626,0.47484282218967255,0.5328531041972284,0.09893332102215724,0.7920476442217378,0.008608540048318068,9
F,0.605,0.455,0.145,0.862,0.334,0.1985,0.3,9,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.186, 0.336]","(0.171, 0.253]","(0.234, 0.329]","(8.0, 9.0]",0.6578431804980347,0.45725029746896473,0.11446017150465632,0.04984596513671057,-0.13086821605169968,0.14431868105023415,0.4196066629341987,-0.3019468563184254,9
F,0.61,0.46,0.155,0.957,0.4255,0.1975,0.265,8,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(0.999, 8.0]",0.6995559409934119,0.5077465037891877,0.3514326339533595,0.24302635470623873,0.2794730055886849,0.13524160904461877,0.16892523322143213,-0.6125022526851688,9
F,0.61,0.47,0.165,1.1785,0.566,0.2785,0.294,11,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.234, 0.329]","(9.0, 11.0]",0.6995559409934119,0.6087389164296333,0.5884050964020626,0.6934416840709811,0.909559799473647,0.8704844414994644,0.3766327035548672,0.3191639364150615,9
M,0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,11,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.253, 0.76]","(0.234, 0.329]","(9.0, 11.0]",0.7412687014887892,0.6087389164296333,0.11446017150465632,0.3884200163296205,0.36019586886220323,0.9067927295219254,0.31217176448587,0.3191639364150615,9
F,0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225,12,1,0,0,"(0.545, 0.615]","(0.48, 0.65]","(0.14, 0.165]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.234, 0.329]","(11.0, 29.0]",0.7412687014887892,0.8612199480307486,0.46991886517771103,0.8490027346190745,0.9790711539591769,1.2426443937296945,0.5807590106066918,0.6297193327818049,9
M,0.615,0.495,0.2,1.219,0.564,0.227,0.3885,10,0,0,1,"(0.545, 0.615]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.171, 0.253]","(0.329, 1.005]","(9.0, 11.0]",0.7412687014887892,0.8612199480307486,1.4178087149725231,0.7757975343611484,0.900590592443256,0.40301523321027233,1.0534725637793376,0.008608540048318068,9
M,0.62,0.49,0.16,1.035,0.44,0.2525,0.285,11,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.7829814619841665,0.8107237417105255,0.46991886517771103,0.401637621931746,0.3444997565590191,0.6344805693534643,0.31217176448587,0.3191639364150615,9
M,0.62,0.49,0.15,1.195,0.4605,0.302,0.355,9,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.14, 0.165]","(1.153, 2.826]","(0.336, 0.502]","(0.253, 0.76]","(0.329, 1.005]","(8.0, 9.0]",0.7829814619841665,0.8107237417105255,0.2329464027290079,0.7269940675225307,0.43643412862052616,1.0837956336314254,0.8135346239114035,-0.3019468563184254,9
F,0.62,0.495,0.17,1.062,0.372,0.213,0.34,11,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(9.0, 11.0]",0.7829814619841665,0.8612199480307486,0.7068913276264143,0.45654152212519117,0.039546717525727734,0.27593622513165694,0.7060997254630752,0.3191639364150615,9
M,0.62,0.495,0.195,1.5145,0.579,0.346,0.5195,15,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",0.7829814619841665,0.8612199480307486,1.2993224837481714,1.376690219811628,0.9678596451711879,1.4831868018785017,1.991737343561407,1.5613855218820354,9
M,0.62,0.47,0.15,1.309,0.587,0.4405,0.325,9,0,0,1,"(0.615, 0.815]","(0.425, 0.48]","(0.14, 0.165]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.234, 0.329]","(8.0, 9.0]",0.7829814619841665,0.6087389164296333,0.2329464027290079,0.9588105350059642,1.0037364732927516,2.3409701064091553,0.5986648270147465,-0.3019468563184254,9
M,0.62,0.485,0.155,1.0295,0.425,0.2315,0.335,12,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.7829814619841665,0.7602275353903025,0.3514326339533595,0.39045349411456315,0.2772307038310871,0.44386205723554156,0.6702880926469656,0.6297193327818049,9
M,0.625,0.495,0.155,1.0485,0.487,0.212,0.3215,11,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.8246942224795438,0.8612199480307486,0.3514326339533595,0.4290895720284686,0.5552761217732057,0.2668591531260416,0.5735966840434699,0.3191639364150615,9
M,0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,9,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(8.0, 9.0]",0.8246942224795438,1.063204773311641,0.7068913276264143,1.0035470462746972,0.9387097223224177,1.0701800256230023,0.856508583290735,-0.3019468563184254,9
M,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,10,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.171, 0.253]","(0.329, 1.005]","(9.0, 11.0]",0.8246942224795438,0.9622123606711948,1.0623500212994683,0.6487051728022483,0.7032680377746561,0.5255557052860798,0.8027911340665707,0.008608540048318068,9
F,0.625,0.445,0.16,1.09,0.46,0.2965,0.304,11,1,0,0,"(0.615, 0.815]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.253, 0.76]","(0.234, 0.329]","(9.0, 11.0]",0.8246942224795438,0.35625788482851856,0.46991886517771103,0.5134789001035784,0.4341918268629284,1.0338717376005406,0.4482559691870863,0.3191639364150615,9
F,0.625,0.52,0.18,1.354,0.4845,0.351,0.375,11,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.336, 0.502]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",0.8246942224795438,1.113700979631864,0.9438637900751167,1.0503170353283726,0.544064612985217,1.5285721619065786,0.9567811551758417,0.3191639364150615,9
F,0.625,0.47,0.145,0.984,0.475,0.2,0.265,11,1,0,0,"(0.615, 0.815]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.8246942224795438,0.6087389164296333,0.11446017150465632,0.2979302548996836,0.5014608795908602,0.15793428905865722,0.16892523322143213,0.3191639364150615,9
M,0.63,0.49,0.155,1.2525,0.63,0.246,0.289,9,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.14, 0.165]","(1.153, 2.826]","(0.502, 1.488]","(0.171, 0.253]","(0.234, 0.329]","(8.0, 9.0]",0.8664069829749211,0.8107237417105255,0.3514326339533595,0.8439190401567186,1.1965744244461567,0.5754796013169643,0.34082107073875767,-0.3019468563184254,9
F,0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,11,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.14, 0.165]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",0.9081197434702983,0.7602275353903025,0.5884050964020626,0.8784881625007397,0.8983482906856586,1.1246424576566945,0.7025185621814642,0.3191639364150615,9
F,0.635,0.52,0.165,1.3405,0.5065,0.296,0.412,11,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.14, 0.165]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",0.9081197434702983,1.113700979631864,0.5884050964020626,1.02286508523165,0.642725890319517,1.029333201597733,1.221787238015052,0.3191639364150615,9
F,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,11,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.14, 0.165]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",0.9081197434702983,0.9622123606711948,0.3514326339533595,0.9191577181995877,1.0351286978991199,1.19272049769881,0.7419113582791844,0.3191639364150615,9
M,0.635,0.525,0.16,1.195,0.5435,0.246,0.335,12,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.14, 0.165]","(1.153, 2.826]","(0.502, 1.488]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.9081197434702983,1.164197185952087,0.46991886517771103,0.7269940675225307,0.8086562203817492,0.5754796013169643,0.6702880926469656,0.6297193327818049,9
M,0.635,0.5,0.165,1.273,0.6535,0.213,0.365,12,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.14, 0.165]","(1.153, 2.826]","(0.502, 1.488]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.9081197434702983,0.9117161543509718,0.5884050964020626,0.8856053347480377,1.30196260705325,0.27593622513165694,0.8851578895436226,0.6297193327818049,9
F,0.64,0.48,0.145,1.1145,0.508,0.24,0.34,10,1,0,0,"(0.615, 0.815]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.502, 1.488]","(0.171, 0.253]","(0.329, 1.005]","(9.0, 11.0]",0.9498325039656756,0.7097313290700794,0.11446017150465632,0.5632991058346672,0.6494527955923105,0.521017169283272,0.7060997254630752,0.008608540048318068,9
F,0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41,10,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.14, 0.165]","(1.153, 2.826]","(0.336, 0.502]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",0.9498325039656756,1.063204773311641,0.5884050964020626,0.9638942294683206,0.5889106481371716,0.6617117853703105,1.2074625848886082,0.008608540048318068,9
I,0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,10,0,1,0,"(0.615, 0.815]","(0.48, 0.65]","(0.115, 0.14]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.9498325039656756,0.8107237417105255,-0.12251229094404618,0.5338136779530025,0.5597607252884012,0.6163264253422336,0.36588921371003436,0.008608540048318068,9
M,0.64,0.49,0.155,1.1285,0.477,0.269,0.34,9,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.253, 0.76]","(0.329, 1.005]","(8.0, 9.0]",0.9498325039656756,0.8107237417105255,0.3514326339533595,0.5917677948238609,0.5104300866212511,0.7842522574461182,0.7060997254630752,-0.3019468563184254,9
F,0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255,11,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.234, 0.329]","(9.0, 11.0]",0.9498325039656756,0.7602275353903025,1.0623500212994683,1.1835098302420999,1.3916546773571592,1.4877253378813093,0.6022459902963575,0.3191639364150615,9
F,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",0.991545264461053,1.0127085669914178,0.9438637900751167,1.5902053872305801,1.875991856998269,1.265337073743733,1.6192963622738683,0.6297193327818049,9
M,0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,11,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.171, 0.253]","(0.329, 1.005]","(9.0, 11.0]",0.991545264461053,0.8107237417105255,0.8253775588507651,0.981178790640331,1.2974780035380544,0.4983244892692336,0.6953562356182423,0.3191639364150615,9
I,0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,10,0,1,0,"(0.615, 0.815]","(0.48, 0.65]","(0.14, 0.165]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.0332580249564303,1.113700979631864,0.2329464027290079,0.8144336122750538,0.8355638414729221,1.029333201597733,0.638057623112467,0.008608540048318068,9
F,0.65,0.51,0.155,1.189,0.483,0.278,0.3645,13,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.14, 0.165]","(1.153, 2.826]","(0.336, 0.502]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.0332580249564303,1.0127085669914178,0.3514326339533595,0.7147932008128762,0.5373377077124238,0.8659459054966566,0.8815767262620117,0.9402747291485484,9
F,0.65,0.51,0.185,1.375,0.531,0.384,0.3985,10,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.0332580249564303,1.0127085669914178,1.0623500212994683,1.093020068812163,0.7525986764418061,1.8281155380918863,1.1250958294115567,0.008608540048318068,9
F,0.655,0.515,0.18,1.412,0.6195,0.2485,0.497,11,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.171, 0.253]","(0.329, 1.005]","(9.0, 11.0]",1.0749707854518076,1.063204773311641,0.9438637900751167,1.1682587468550316,1.1494860875366046,0.5981722813310028,1.8305849958889144,0.3191639364150615,9
