Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,F,I,M,Length_discretized,Diameter_discretized,Height_discretized,Whole weight_discretized,Shucked weight_discretized,Viscera weight_discretized,Shell weight_discretized,Rings_discretized,Length_z_score,Diameter_z_score,Height_z_score,Whole weight_z_score,Shucked weight_z_score,Viscera weight_z_score,Shell weight_z_score,Rings_z_score,prediction
0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.6987116926738355,-1.6934251365490418,-1.6449138334047333,-1.3331649367262324,-1.2687417169873192,-1.3220025864960256,-1.3557729541301191,-0.916801183533873,9
0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,9,0,1,0,"(0.45, 0.545]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-0.5344281071056893,-0.5851005975835005,-0.7515646731860145,-0.8853226518565567,-0.8570530515843805,-0.859583280375801,-0.8182591098670341,-0.2930367881835652,9
0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.4512649938508221,-0.38358704504431107,-0.8791859817886888,-0.739419283030237,-0.7057296502470841,-0.7235776021051465,-0.6032535721618001,0.018845409491588694,9
0.455,0.35,0.105,0.401,0.1575,0.083,0.135,9,0,0,1,"(0.45, 0.545]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.13, 0.234]","(8.0, 9.0]",-0.5760096637331231,-0.5851005975835005,-0.8791859817886888,-0.872150819948625,-0.9060106226052705,-0.8913179386389536,-0.7465905972986226,-0.2930367881835652,9
0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,11,0,0,1,"(0.45, 0.545]","(0.054, 0.35]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.49284655047825543,-0.5851005975835005,-0.4963220559806664,-0.6299917564104973,-0.7101803385217105,-0.17048784380448542,-0.38824803445656614,0.3307276071667426,9
0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,12,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.13, 0.234]","(11.0, 29.0]",-0.5344281071056893,-0.3332086569095137,-0.11345813017264376,-0.6847055197203672,-0.7791660067784192,-0.8777173708118882,-0.49575080330918303,0.6426098048418964,9
0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,8,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.9086621167525937,-0.9881277026618791,-1.262049907596711,-1.0271731493265897,-1.0261792060201824,-0.9774548682103681,-0.8899276224354454,-0.6049189858587191,9
0.27,0.195,0.07,0.106,0.0465,0.018,0.036,7,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.1145272589481734,-2.1468306297622175,-1.7725351420074074,-1.469949345000907,-1.400037021088797,-1.4806758778117892,-1.4561088717258948,-0.916801183533873,9
0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,18,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.8357206206580365,1.782683644751974,1.2903762644567713,2.2992210163456837,2.147161533788415,2.318416068548489,2.4820758939083074,2.51390299089282,9
0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,8,1,0,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.0334067866348948,-1.0888844789314738,-0.6239433645833403,-1.071754734245743,-1.0128271411963032,-1.2222650890975457,-1.0440149244575299,-0.6049189858587191,9
0.28,0.2,0.075,0.1225,0.0545,0.0115,0.035,5,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.031364145693306,-2.0964522416274205,-1.6449138334047333,-1.436513156311542,-1.364431514891786,-1.5396116717290727,-1.463275722982736,-1.5405655788841808,9
0.55,0.44,0.135,0.879,0.368,0.2095,0.265,10,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.2140399121881191,0.32171038884285175,-0.11345813017264376,0.09648543420388599,0.030859259203578935,0.2556632814435648,0.18510006609072457,0.018845409491588694,9
0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,16,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(1.153, 2.826]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.46352925195272116,0.5232239413820412,0.6522697214434009,0.8026982680368361,0.498181528039347,0.13779169360899785,1.403464779753717,1.890138595542512,9
0.62,0.495,0.175,1.806,0.643,0.3285,0.725,17,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",0.7961817049721918,0.8758726583256223,0.9075123386487486,1.9749913078427517,1.254798534725829,1.3346416623907562,3.4818516442376453,2.202020793217666,9
0.64,0.51,0.2,1.3905,0.61,0.3315,0.41,12,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",0.962507931481927,1.0270078227300146,1.5456188816621197,1.1330072835741987,1.107925821663159,1.3618427980448873,1.2242934983326885,0.6426098048418964,9
0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,17,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.5862312808934336,1.5811700922127845,2.566589350483512,2.7723937471921514,1.6175296291078778,2.5722933346537107,4.6285478453322275,2.202020793217666,9
0.71,0.565,0.195,1.817,0.785,0.492,0.49,11,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(9.0, 11.0]",1.5446497242659998,1.5811700922127845,1.4179975730594454,1.997282100302328,1.8867962697227727,2.8171035555408888,1.7976415988799792,0.3307276071667426,9
0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,5,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.2413145697720638,-1.0385060907966763,-1.262049907596711,-1.0271731493265897,-0.9861230115485451,-1.1315946369171097,-1.033264647572268,-1.5405655788841808,9
0.61,0.45,0.16,1.136,0.414,0.311,0.3,9,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.253, 0.76]","(0.234, 0.329]","(8.0, 9.0]",0.7130185917173241,0.4224671651124465,0.5246484128407266,0.6172794034867212,0.23559091983639158,1.1759683710749926,0.43593986008016405,-0.2930367881835652,9
0.37,0.275,0.085,0.2405,0.104,0.0535,0.07,5,1,0,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.2828961263994976,-1.3407764196054601,-1.389671216199385,-1.1973937462906292,-1.1441224452977812,-1.1587957725712406,-1.2124359289932964,-1.5405655788841808,9
0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,6,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.5739670227915339,-1.7438035246838393,-1.389671216199385,-1.3716672146109556,-1.3132485997335828,-1.3310696317140693,-1.391607210414325,-1.228683381209027,9
0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,4,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.9877399481242826,-2.9528848399189753,-3.1763695366368228,-1.6553682095510216,-1.582515240348478,-1.6166815560824435,-1.67828126068797,-1.8524477765593348,9
0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,7,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.9897825890658722,-1.9956954653578258,-1.6449138334047333,-1.4446188990241156,-1.3622061707544728,-1.3854719030223313,-1.4274414666985302,-0.916801183533873,9
0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.779832164987114,-2.801749675514583,-2.7935056108288,-1.6249716743788716,-1.538008357602214,-1.5078770134659203,-1.6424470044037642,-1.228683381209027,9
0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,5,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.5719243818499455,-2.6002361229753936,-2.7935056108288,-1.6067337532755817,-1.5558111107007195,-1.5985474656463563,-1.6424470044037642,-1.5405655788841808,9
0.595,0.465,0.125,0.799,0.3245,0.2,0.23,10,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.171, 0.253]","(0.13, 0.234]","(9.0, 11.0]",0.5882739218350226,0.5736023295168386,-0.3687007473779922,-0.06562942004758021,-0.1627456807426678,0.16952635187215054,-0.0657397278987151,0.018845409491588694,9
0.645,0.5,0.17,1.1845,0.4805,0.274,0.355,13,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.336, 0.502]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.004089488109361,0.9262510464604198,0.7798910300460751,0.7155615338766731,0.5315616900990447,0.8404876980073789,0.8301166792064263,0.9544920025170504,9
0.575,0.45,0.185,0.925,0.342,0.197,0.35,12,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.4219476953252873,0.4224671651124465,1.162754955854097,0.18970147539847917,-0.08485863593670637,0.14232521621801966,0.7942824229222206,0.6426098048418964,9
0.57,0.45,0.17,1.098,0.414,0.187,0.405,20,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.3803661386978535,0.4224671651124465,0.7798910300460751,0.5402748477172751,0.23559091983639158,0.051654764037583324,1.1884592420484832,3.1376673862431277,9
0.58,0.45,0.235,1.071,0.3,0.206,0.395,14,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(0.8, 1.153]","(0.186, 0.336]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.46352925195272116,0.4224671651124465,2.438968041880838,0.485561084407405,-0.2717875434710138,0.2239286231804121,1.1167907294800719,1.2663742001922043,9
0.595,0.48,0.2,0.975,0.358,0.2035,0.34,15,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.5882739218350226,0.7247374939212302,1.5456188816621197,0.2910232593056455,-0.013647623542684742,0.201261010135303,0.7226139103538096,1.5782563978673583,9
0.595,0.47,0.25,1.283,0.462,0.2475,0.445,14,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(1.153, 2.826]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.5882739218350226,0.6239807176516354,2.8218319676888606,0.9151654481737905,0.44922395701845724,0.6002109997292225,1.4751332923221283,1.2663742001922043,9
0.625,0.42,0.165,1.0595,0.358,0.165,0.445,21,1,0,0,"(0.615, 0.815]","(0.35, 0.425]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.0934, 0.171]","(0.329, 1.005]","(11.0, 29.0]",0.8377632615996256,0.12019683630366221,0.6522697214434009,0.462257074108757,-0.013647623542684742,-0.14782023075937634,1.4751332923221283,3.4495495839182815,9
0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,16,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.8, 1.153]","(0.186, 0.336]","(0.171, 0.253]","(0.234, 0.329]","(11.0, 29.0]",0.08929524230581765,0.12019683630366221,0.6522697214434009,0.17855607916869076,-0.11378810972177776,0.1559257840450851,0.14926580980651888,1.890138595542512,9
0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,13,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.186, 0.336]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.2140399121881191,0.22095361257325696,0.5246484128407266,0.19882043595012405,-0.19612584280236556,-0.0707503464060057,0.8301166792064263,0.9544920025170504,9
0.32,0.235,0.08,0.1485,0.064,0.031,0.045,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.6987116926738355,-1.7438035246838393,-1.5172925248020592,-1.3838258286798155,-1.3221499762828355,-1.3628042899772221,-1.391607210414325,-1.228683381209027,9
0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,9,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.0005, 0.13]","(8.0, 9.0]",-0.6591727769879907,-0.6858573738530948,-0.4963220559806664,-0.7779215609149602,-0.7480111888560347,-0.7054435116690594,-0.7824248535828284,-0.2930367881835652,9
0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,14,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.234, 0.329]","(11.0, 29.0]",-0.24335721071365296,-0.2324518806399189,-0.11345813017264376,-0.40100452478030124,-0.7168563709336501,-0.5331696525262305,0.14926580980651888,1.2663742001922043,9
0.49,0.37,0.14,0.585,0.243,0.115,0.195,10,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.2849387673410868,-0.38358704504431107,0.014163178430030454,-0.49928665517025267,-0.5254767751247165,-0.6011724916615576,-0.31657952188815475,0.018845409491588694,9
0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,11,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.186, 0.336]","(0.171, 0.253]","(0.234, 0.329]","(9.0, 11.0]",0.46352925195272116,0.6239807176516354,0.6522697214434009,0.19375434675476583,-0.17609774556654692,0.1559257840450851,0.5434426289327811,0.3307276071667426,9
0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,15,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.004089488109361,0.8758726583256223,1.162754955854097,1.3417301584229615,0.7362933507318574,0.8812894014885752,1.5468018048905399,1.5782563978673583,9
0.575,0.485,0.165,1.0405,0.419,0.264,0.3,14,1,0,0,"(0.545, 0.615]","(0.48, 0.65]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.253, 0.76]","(0.234, 0.329]","(11.0, 29.0]",0.4219476953252873,0.7751158820560275,0.6522697214434009,0.4237547962240335,0.2578443612095234,0.7498172458269425,0.43593986008016405,1.2663742001922043,9
0.215,0.17,0.055,0.0605,0.0205,0.014,0.02,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.5719243818499455,-2.3987225704362043,-2.15539906781543,-1.5621521683564283,-1.5157549162290822,-1.5169440586839635,-1.5707784918353531,-1.228683381209027,9
0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,13,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(0.0934, 0.171]","(0.0005, 0.13]","(11.0, 29.0]",-0.7839174468702922,-0.8369925382574869,-0.7515646731860145,-0.9400364151664266,-1.0039257646470505,-0.7961139638494955,-0.8540933661512398,0.9544920025170504,9
0.26,0.215,0.08,0.099,0.037,0.0255,0.045,5,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.197690372203041,-1.9453170772230284,-1.5172925248020592,-1.4841343947479102,-1.4423185596977475,-1.412673038676462,-1.391607210414325,-1.5405655788841808,9
0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,11,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(9.0, 11.0]",-1.2828961263994976,-1.2903980314706627,-1.262049907596711,-1.2125920138767043,-1.2042067370052367,-1.1497287273531969,-1.2124359289932964,0.3307276071667426,9
0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,10,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(9.0, 11.0]",-0.9918252300074609,-1.0385060907966763,-0.8791859817886888,-0.9501685935571432,-0.9104613108798969,-1.004656003864499,-0.8182591098670341,0.018845409491588694,9
0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.1145272589481734,-2.197209017897015,-1.5172925248020592,-1.5206102369544903,-1.489050786581324,-1.4670753099847238,-1.4991099792669418,-1.228683381209027,9
0.68,0.55,0.2,1.596,0.525,0.4075,0.585,21,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",1.2951603845013977,1.4300349278083935,1.5456188816621197,1.5494398154326527,0.7296173183199182,2.0509382346162024,2.4784924682798866,3.4495495839182815,9
0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,25,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",1.004089488109361,0.825494270190825,1.9284828074701417,1.1644170365854198,0.29122452326922116,0.4279371405863938,1.940978624016802,4.697078374618897,9
0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,19,0,0,1,"(0.545, 0.615]","(0.35, 0.425]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(11.0, 29.0]",0.3803661386978535,-0.03093832810072938,0.5246484128407266,0.1886882575594074,-0.07373191525014071,0.33726668840595747,0.40010560379595833,2.825785188567974,9
0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.754600148344758,0.7247374939212302,1.2903762644567713,1.0712009953908272,0.754096103830363,0.5095405475487863,1.6543045737431565,2.51390299089282,9
0.42,0.345,0.105,0.43,0.175,0.096,0.13,7,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(0.0934, 0.171]","(0.0005, 0.13]","(0.999, 8.0]",-0.8670805601251599,-0.635478985718298,-0.8791859817886888,-0.8133841852824685,-0.8281235777993092,-0.7734463508043865,-0.7824248535828284,-0.916801183533873,9
0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-2.0729457023207396,-1.8949386890882312,-1.5172925248020592,-1.4081430568175355,-1.3555301383425333,-1.3854719030223313,-1.413107764184848,-1.228683381209027,9
0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,5,1,0,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.9482010324384385,-1.8445603009534337,-1.6449138334047333,-1.4010505319440338,-1.3777835797156652,-1.4308071291125493,-1.4274414666985302,-1.5405655788841808,9
0.42,0.34,0.115,0.4215,0.175,0.093,0.135,8,0,0,1,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.13, 0.234]","(0.999, 8.0]",-0.8670805601251599,-0.6858573738530948,-0.6239433645833403,-0.8306088885466868,-0.8281235777993092,-0.8006474864585174,-0.7465905972986226,-0.6049189858587191,9
0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,16,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",0.8377632615996256,1.1781429871344067,1.9284828074701417,1.5099243197088577,0.669533026612462,0.7090155423457462,3.0518405688271777,1.890138595542512,9
0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,27,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(1.153, 2.826]","(0.186, 0.336]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.2140399121881191,0.5736023295168386,1.0351336472514228,0.7723017328646858,-0.1627456807426678,0.21486157796236846,2.048481392869419,5.320842769969205,9
0.565,0.47,0.195,1.142,0.387,0.258,0.35,17,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(0.8, 1.153]","(0.336, 0.502]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",0.33878458207041967,0.6239807176516354,1.4179975730594454,0.6294380175555812,0.11542233642147992,0.6954149745186807,0.7942824229222206,2.202020793217666,9
0.595,0.495,0.235,1.366,0.5065,0.219,0.52,13,1,0,0,"(0.545, 0.615]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.5882739218350226,0.8758726583256223,2.438968041880838,1.0833596094596871,0.64727958523933,0.3418002110149793,2.012647136585213,0.9544920025170504,9
0.63,0.51,0.23,1.539,0.5635,0.2815,0.57,17,0,0,1,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.329, 1.005]","(11.0, 29.0]",0.8793448182270593,1.0270078227300146,2.3113467332781643,1.4339329817784827,0.900968816893033,0.9084905371427056,2.3709896994272697,2.202020793217666,9
0.43,0.325,0.12,0.445,0.165,0.0995,0.155,8,1,0,0,"(0.074, 0.45]","(0.054, 0.35]","(0.115, 0.14]","(0.442, 0.8]","(0.0, 0.186]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.7839174468702922,-0.8369925382574869,-0.4963220559806664,-0.7829876501103186,-0.8726304605455728,-0.7417116925412337,-0.6032535721618001,-0.6049189858587191,9
0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,10,1,0,0,"(0.45, 0.545]","(0.054, 0.35]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.5760096637331231,-0.5851005975835005,0.014163178430030454,-0.5246171011470442,-0.7324337798948424,-0.44249920034579415,-0.45991654702497753,0.018845409491588694,9
0.515,0.415,0.13,0.764,0.276,0.196,0.25,13,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.171, 0.253]","(0.234, 0.329]","(11.0, 29.0]",-0.07703098420391766,0.06981844816886482,-0.24107943877531798,-0.13655466878259678,-0.3786040620620464,0.13325817099997603,0.07759729723810747,0.9544920025170504,9
0.58,0.465,0.175,1.035,0.401,0.1865,0.385,17,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.165, 1.13]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.46352925195272116,0.5736023295168386,0.9075123386487486,0.41260939999424506,0.17773197226624907,0.04712124142856151,1.0451222169116605,2.202020793217666,9
0.625,0.525,0.195,1.352,0.4505,0.2445,0.53,13,1,0,0,"(0.615, 0.815]","(0.48, 0.65]","(0.165, 1.13]","(1.153, 2.826]","(0.336, 0.502]","(0.171, 0.253]","(0.329, 1.005]","(11.0, 29.0]",0.8377632615996256,1.1781429871344067,1.4179975730594454,1.0549895099656805,0.398041041860254,0.5730098640750917,2.0843156491536248,0.9544920025170504,9
0.55,0.425,0.145,0.797,0.297,0.15,0.265,9,1,0,0,"(0.545, 0.615]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.234, 0.329]","(8.0, 9.0]",0.2140399121881191,0.17057522443845957,0.14178448703270397,-0.06968229140386688,-0.28513960829489293,-0.2838259090300308,0.18510006609072457,-0.2930367881835652,9
